Date,Volume,10 BD moving average,50 BD moving average,10 BD volatility,EPS,DJUSCL,50 BD simple return,daily simple return,category,50 BD moving average 10 days later
4.2677,23.824,5.889,4.8694,5.019,3.6,1.368666667,22.965,-1.06,3,6.963
4.2678,22.159,5.931,4.9262,5.404,3.6,1.383666667,21.618,0.61,5,6.966
4.2681,16.591,6.001,4.9814,5.785,3.6,1.410666667,21.462,-0.3,3,6.811
4.2682,13.237,6.116,5.0362,5.643,3.6,1.397666667,17.184,0.3,5,6.731
4.2683,62.186,6.227,5.0842,5.336,3.6,1.523666667,24.792,13.35,7,6.624
4.2684,49.522,6.448,5.1518,5.462,3.6,1.452,25.134,1.61,5,6.522
4.2685,29.529,6.674,5.221,4.976,3.6,1.482333333,25.65,-2.24,3,6.384
4.2688,20.182,6.815,5.2894,4.882,3.6,1.518,24.864,-0.67,3,6.21
4.2689,21.977,6.936,5.3562,4.567,3.6,1.513,19.83,-6.92,2,6.061
4.269,19.58,6.963,5.4108,4.417,3.6,1.522,20.892,-3.06,2,5.883
4.2691,94.238,6.966,5.4654,4.392,3.6,1.49,6.585,-24.81,1,5.771
4.2692,74.099,6.811,5.4834,7.593,3.6,1.518666667,12.996,15.8,7,5.708
4.2695,26.944,6.731,5.5184,8.245,3.6,1.573,12.198,-5.01,2,5.857
4.2696,23.287,6.624,5.5502,9.124,3.6,1.619,14.799,1.27,5,5.916
4.2697,37.326,6.522,5.587,9.717,3.6,1.634,19.782,9.34,7,6.013
4.2699,12.989,6.384,5.6354,9.187,3.6,1.617333333,19.299,-3.94,2,6.106
4.2702,16.438,6.21,5.6812,8.249,3.6,1.625666667,22.17,1.37,5,6.132
4.2703,18.649,6.061,5.7316,7.084,3.6,1.667,16.845,-5.73,2,6.185
4.2704,11.847,5.883,5.7718,5.485,3.6,1.695,14.154,2.68,5,6.219
4.2705,16.953,5.771,5.8086,4.28,3.6,1.663666667,9.519,4.88,6,6.262
4.2706,21.066,5.708,5.8376,3.159,3.6,1.720333333,15.492,7.81,7,6.304
4.2709,21.018,5.857,5.8818,2.956,3.6,1.776333333,12.534,-1.69,3,6.294
4.271,12.832,5.916,5.9194,3.367,3.6,1.779666667,13.038,1.41,5,6.229
4.2711,14.884,6.013,5.9586,3.432,3.6,1.816,15.348,0.46,5,6.172
4.2712,11.627,6.106,6.0026,3.358,3.6,1.793666667,8.484,-2.31,3,6.103
4.2713,12.745,6.132,6.0306,3.443,3.6,1.754333333,7.827,0.47,5,6.039
4.2716,13.068,6.185,6.057,3.368,3.6,1.639666667,4.578,-1.72,3,5.976
4.2717,15.584,6.219,6.0736,3.252,3.6,1.608333333,3.078,-3.99,2,5.935
4.2718,17.403,6.262,6.0848,2.532,3.6,1.575333333,4.479,2.33,5,5.914
4.2719,15.18,6.304,6.1008,1.818,3.6,1.600333333,3.135,-3.9,2,5.908
4.272,20.921,6.294,6.112,2.009,3.6,1.582,1.683,-1.35,3,5.872
4.2723,13.538,6.229,6.1182,2.33,3.6,1.545,1.35,-0.51,3,5.841
4.2724,14.026,6.172,6.1232,2.601,3.6,1.553333333,0.744,-0.52,3,5.795
4.2725,16.86,6.103,6.126,2.638,3.6,1.585333333,1.563,1.38,5,5.776
4.2726,15.501,6.039,6.1318,2.325,3.6,1.573,0.975,-2.39,3,5.746
4.2727,15.319,5.976,6.1354,2.241,3.6,1.585333333,2.271,4.37,6,5.69
4.2731,18.024,5.935,6.1438,1.739,3.6,1.590333333,2.757,1.51,5,5.62
4.2732,14.548,5.914,6.154,1.379,3.6,1.575333333,1.095,-1.65,3,5.558
4.2733,15.096,5.908,6.1582,1.34,3.6,1.541,-1.662,-2.68,3,5.515
4.2734,18.831,5.872,6.1514,1.037,3.6,1.501333333,-2.856,-3.28,2,5.482
4.2738,22.505,5.841,6.1396,1.306,-0.3,1.434,-3.669,-4.1,2,5.459
4.2739,12.694,5.795,6.1246,1.957,-0.3,1.510333333,-1.374,4.46,6,5.421
4.274,10.764,5.776,6.1192,2.032,-0.3,1.541,0.333,-2.49,3,5.405
4.2741,9.175,5.746,6.1204,2.237,-0.3,1.521,-0.984,-3.28,2,5.361
4.2744,10.709,5.69,6.1168,2.592,-0.3,1.48,-1.368,-5.28,2,5.346
4.2745,14.705,5.62,6.112,3.34,-0.3,1.528666667,0.114,6.57,6,5.336
4.2746,15.715,5.558,6.1124,3.19,-0.3,1.518,-1.896,5.23,6,5.391
4.2747,8.951,5.515,6.1048,2.688,-0.3,1.519333333,-2.58,0,5,5.409
4.2748,8.259,5.482,6.0942,2.248,-0.3,1.535,-4.644,-1.07,3,5.427
4.2752,10.644,5.459,6.0738,1.989,-0.3,1.499666667,-6.3,-6.1,2,5.448
4.2753,11.976,5.421,6.046,2.031,-0.3,1.512,-6.093,-0.19,3,5.482
4.2754,8.728,5.405,6.0194,2.128,-0.3,1.509666667,-6.42,-0.77,3,5.528
4.2755,7.678,5.361,5.9912,2.088,-0.3,1.505333333,-5.661,2.9,5,5.552
4.2758,11.52,5.346,5.9664,2.047,-0.3,1.527,-6.327,-2.44,3,5.565
4.2759,14.672,5.336,5.9386,2.096,-0.3,1.606666667,-7.632,7.12,7,5.573
4.276,13.826,5.391,5.9006,1.885,-0.3,1.609333333,-8.142,-0.72,3,5.591
4.2761,18.829,5.409,5.8594,1.927,-0.3,1.590333333,-6.51,5.06,6,5.602
4.2762,11.422,5.427,5.8272,2.219,-0.3,1.564666667,-6.228,0.52,5,5.616
4.2765,24.681,5.448,5.7966,2.512,-0.3,1.507,-4.155,1.2,5,5.594
4.2766,21.276,5.482,5.7776,2.896,-0.3,1.395,-4.332,-3.72,2,5.57
4.2767,17.265,5.528,5.7584,2.816,-0.3,1.392666667,2.76,-4.04,2,5.551
4.2768,15.566,5.552,5.7676,2.619,-0.3,1.379333333,-2.487,-2.75,3,5.572
4.2769,16.124,5.565,5.758,2.441,-0.3,1.413333333,-0.492,1.88,5,5.592
4.2772,10.667,5.573,5.7562,2.367,-0.3,1.422333333,-1.023,-0.55,3,5.686
4.2773,16.682,5.591,5.7524,2.106,-0.3,1.448666667,-2.019,5.58,6,5.727
4.2774,13.623,5.602,5.7442,2.122,-0.3,1.426333333,-0.924,-0.18,3,5.776
4.2775,11.109,5.616,5.7406,2.116,-0.3,1.425666667,-1.719,-1.41,3,5.776
4.2776,8.333,5.594,5.7338,2.003,-0.3,1.401666667,0.054,0.18,5,5.722
4.2779,9.759,5.57,5.734,1.81,-0.3,1.4,-0.105,2.14,5,5.674
4.278,10.822,5.551,5.7336,1.484,-0.3,1.427333333,-0.597,3.15,6,5.622
4.2781,16.514,5.572,5.7312,1.814,-0.3,1.406,-3.837,-4.07,2,5.549
4.2782,40.378,5.592,5.7146,1.787,-0.3,1.402666667,-0.612,10.42,7,5.461
4.2783,24.271,5.686,5.712,2.478,-0.3,1.395,-3.015,-6.88,2,5.376
4.2787,17.311,5.727,5.699,2.303,-0.3,1.402666667,-2.907,0.86,5,5.208
4.2788,14.266,5.776,5.6864,1.982,-0.3,1.403333333,-3.165,-3.24,2,5.071
4.2789,229.861,5.776,5.673,1.982,-0.3,1.345666667,-5.877,-9.68,1,4.925
4.279,31.465,5.722,5.648,2.849,-0.3,1.299666667,-5.55,-0.39,3,4.758
4.2793,34.896,5.674,5.6248,3.439,-0.3,1.294666667,-4.683,-0.59,3,4.635
4.2794,17.929,5.622,5.606,3.923,-0.3,1.282333333,-5.697,-1.77,3,4.514
4.2795,15.26,5.549,5.5826,4.373,-0.3,1.321666667,-4.56,0.6,5,4.398
4.2796,15.523,5.461,5.5646,4.473,-0.3,1.275666667,-5.292,-4.18,2,4.279
4.2797,21.867,5.376,5.544,4.845,-0.3,1.272333333,-6.402,-4.99,2,4.18
4.28,17.104,5.208,5.5192,4.366,-0.3,1.293,-6.903,-2.63,3,4.094
4.2801,22.446,5.071,5.4926,4.382,-0.3,1.267333333,-7.422,-0.9,3,4.031
4.2802,31.591,4.925,5.4636,3.82,-0.3,1.228666667,-8.97,-9.07,1,4.006
4.2803,25.507,4.758,5.4294,3.803,-0.3,1.264333333,-10.401,-2.74,3,3.963
4.2804,10.71,4.635,5.388,4.408,-0.3,1.251,-10.692,0,5,3.969
4.2807,9.051,4.514,5.3448,4.615,-0.3,1.264333333,-10.269,0.51,5,4.001
4.2808,14.933,4.398,5.304,4.49,-0.3,1.244333333,-10.344,-3.06,2,4.032
4.2809,13.404,4.279,5.264,4.321,-0.3,1.290666667,-8.448,6.05,6,4.07
4.281,15.613,4.18,5.2324,3.488,-0.3,1.252666667,-7.974,-1.99,3,4.141
4.2811,23.751,4.094,5.2038,2.743,-0.3,1.243666667,-8.967,-0.25,3,4.2
4.2814,15.056,4.031,5.1702,2.197,-0.3,1.295333333,-7.008,6.6,6,4.262
4.2815,13.657,4.006,5.1446,1.768,-0.3,1.265666667,-7.473,-5.24,2,4.326
4.2816,11.454,3.963,5.1182,1.055,-0.3,1.265,-5.676,2.26,5,4.358
4.2817,21.508,3.969,5.0992,1.101,-0.3,1.293,-6.336,3.69,6,4.422
4.2818,14.355,4.001,5.0766,1.321,-0.3,1.293666667,-7.566,-0.24,3,4.483
4.2821,11.451,4.032,5.0482,1.418,-0.3,1.286333333,-7.086,2.14,5,4.539
4.2822,20.19,4.07,5.0216,1.584,-0.3,1.317666667,-5.709,4.88,6,4.595
4.2823,14.298,4.141,5.0004,1.814,-0.3,1.354,-3.498,2.44,5,4.651
4.2824,13.719,4.2,4.9882,2.306,-0.3,1.335,-3.735,-1.08,3,4.679
4.2825,12.835,4.262,4.9752,2.391,-0.3,1.382,-3.474,0.22,5,4.665
4.2828,10.704,4.326,4.9632,2.287,-0.8,1.383666667,-4.56,-1.31,3,4.642
4.2829,11.431,4.358,4.947,2.315,-0.8,1.422333333,-3.345,2.21,5,4.604
4.283,10.565,4.422,4.9354,2.02,-0.8,1.368666667,-4.794,1.3,5,4.559
4.2831,9.638,4.483,4.9176,1.74,-0.8,1.405,-4.068,2.14,5,4.493
4.2832,7.984,4.539,4.9026,1.701,-0.8,1.402666667,-5.37,-0.21,3,
4.2835,8.121,4.595,4.8818,1.391,-0.8,1.410666667,-5.034,1.89,5,
4.2836,9.357,4.651,4.8622,1.183,-0.8,1.386,-5.685,-1.44,3,
4.2837,9.677,4.679,4.8398,1.143,-0.8,1.340666667,-6.381,-6.47,2,
4.2838,9.3,4.665,4.8156,1.298,-0.8,1.307,-6.153,-3.13,2,
4.2842,13.588,4.642,4.7932,1.643,-0.8,1.318666667,-6.27,-3.23,2,
4.2843,8.592,4.604,4.771,2.16,-0.8,1.299666667,-7.431,-3.1,2,
4.2844,10.006,4.559,4.7442,2.744,-0.8,1.273333333,-7.917,-2.7,3,
4.2845,9.931,4.493,4.7158,3.316,-0.8,1.268333333,-8.61,2.27,5,
